Issuer Name;Ticker;Cpn;Maturity;Series;BBG Composite;Mty Type;Currency;Yld to Mty (Bid);Ask Convexity;Bid Convexity;Next Cpn Dt;Mty (Years Frm Tdy);1st Cpn Pd Typ;Coupon Type
Banco de Occidente SA;BANOCC;18.085775;9/08/2027;B15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;9/05/2023;4.281998631;Normal;FLOATING
Grupo de Inversiones Suramericana SA;GRUPOS;16.12655;11/08/2027;C7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/05/2023;4.287474333;Normal;FLOATING
Banco Davivienda SA;DAVIVI;18.040475;15/08/2027;C180;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/05/2023;4.298425736;Normal;FLOATING
Codensa SA ESP;CODENS;16.11683;25/08/2027;B7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/05/2023;4.325804244;Normal;FLOATING
UNE EPM Telecomunicaciones SA;UNEEPM;22.69055;5/10/2027;C57;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;5/07/2023;4.438056126;Normal;FLOATING
Bancolombia SA;BCOLO;6.909;18/10/2027;#N/A Field Not Applicable;BB-;CALLABLE;USD;8.649850968;0.169253604;0.168742318;18/10/2023;4.473648186;Normal;VARIABLE
Grupo Argos SA/Colombia;ARGOS;16.34351;28/10/2027;C7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/07/2023;4.501026694;Normal;FLOATING
Colombia Government International Bond;COLOM;5.75;3/11/2027;REGS;NR;AT MATURITY;COP;11.33930931;0.16886798;0.168290677;3/11/2023;4.517453799;Normal;FIXED
Colombia Government International Bond;COLOM;5.75;3/11/2027;144A;NR;AT MATURITY;COP;11.33930931;0.16886798;0.168290677;3/11/2023;4.517453799;Normal;FIXED
Colombian TES;COLTES;5.75;3/11/2027;B;BB+;AT MATURITY;COP;11.41893615;0.168400245;0.167994378;3/11/2023;4.517453799;Normal;FIXED
Empresas Publicas de Medellin ESP;EEPPME;8.375;8/11/2027;REGS;BB+;CALLABLE;COP;15.01553312;0.147250063;0.145691637;8/11/2023;4.531143053;Normal;FIXED
Empresas Publicas de Medellin ESP;EEPPME;8.375;8/11/2027;144A;BB+;CALLABLE;COP;15.01219694;0.14743624;0.145876747;8/11/2023;4.531143053;Normal;FIXED
Banco de Occidente SA;BANOCC;18.516125;19/11/2027;B12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;19/05/2023;4.561259411;Normal;FLOATING
Banco Colpatria Multibanca Colpatria SA;BNSCN;17.748926;5/12/2027;FS10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;5/06/2023;4.605065024;Normal;FLOATING
Enel Colombia SA ESP;EMGSA;17.465576;13/12/2027;B15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;13/06/2023;4.62696783;Normal;FLOATING
Itau Corpbanca Colombia SA;SANCOL;17.8736;7/02/2028;AS15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/05/2023;4.780287474;Normal;FLOATING
Banco Davivienda SA;DAVIVI;17.179775;13/02/2028;C180;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;13/05/2023;4.796714579;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;18.969125;16/02/2028;C12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/02/2024;4.804928131;Normal;FLOATING
UNE EPM Telecomunicaciones SA;UNEEPM;5.56;16/02/2028;A7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/05/2023;4.804928131;Normal;FIXED
Banco Davivienda SA;DAVIVI;15.413075;18/02/2028;C84;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;18/05/2023;4.810403833;Normal;FLOATING
Banco Bilbao Vizcaya Argentaria Colombia SA;BANGAN;17.748926;19/02/2028;G180;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;19/05/2023;4.813141684;Normal;FLOATING
ABRA Global Finance;ABRAGF;11.5;2/03/2028;REGS;#N/A N/A;CALLABLE;USD;17.16371141;0.179089264;0.178796023;30/06/2023;4.845995893;Short First;PAY-IN-KIND
ABRA Global Finance;ABRAGF;11.5;2/03/2028;144A;#N/A N/A;CALLABLE;USD;17.1845538;0.178976189;0.178742943;30/06/2023;4.845995893;Short First;PAY-IN-KIND
ABRA Global Finance;ABRAGF;5;2/03/2028;144A;#N/A N/A;AT MATURITY;USD;8.902449458;0.235234271;0.235112595;30/06/2023;4.845995893;Long First;PAY-IN-KIND
ABRA Global Finance;ABRAGF;5;2/03/2028;REGS;#N/A N/A;AT MATURITY;USD;9.0524803;0.235317395;0.234940164;30/06/2023;4.845995893;Long First;PAY-IN-KIND
Colombia Government International Bond;COLOM;11.85;9/03/2028;#N/A Field Not Applicable;BB+;AT MATURITY;USD;7.242644892;0.178456611;0.1780671;9/09/2023;4.865160849;Normal;FIXED
Colombia Government International Bond;COLOM;6;28/04/2028;REGS;BBB-;AT MATURITY;COP;11.21504739;0.205164803;0.204232757;28/04/2024;5.002053388;Normal;FIXED
Colombian TES;COLTES;6;28/04/2028;B;BBB-;AT MATURITY;COP;11.44035393;0.203691537;0.203222293;28/04/2024;5.002053388;Normal;FIXED
Colombia Government International Bond;COLOM;6;28/04/2028;144A;BBB-;AT MATURITY;COP;11.21504739;0.205164803;0.204232757;28/04/2024;5.002053388;Normal;FIXED
Interconexion Electrica SA ESP;ISACB;16.930625;22/05/2028;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;22/05/2023;5.067761807;Normal;FLOATING
Banco de Occidente SA;BANOCC;16.76075;29/05/2028;B15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/05/2023;5.086926762;Normal;FLOATING
Organizacion Terpel SA;TERPCO;17.35808;7/06/2028;C10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/06/2023;5.11156742;Normal;FLOATING
SierraCol Energy Andina LLC;SIERRA;6;15/06/2028;REGS;B+;CALLABLE;USD;13.03860726;0.198967666;0.198277085;15/06/2023;5.133470226;Short First;FIXED
SierraCol Energy Andina LLC;SIERRA;6;15/06/2028;144A;B+;CALLABLE;USD;12.96704681;0.198717148;0.198506898;15/06/2023;5.133470226;Short First;FIXED
Frontera Energy Corp;FECCN;7.875;21/06/2028;REGS;B;CALLABLE;USD;14.05030793;0.186090403;0.185484017;21/06/2023;5.149897331;Normal;FIXED
Frontera Energy Corp;FECCN;7.875;21/06/2028;144A;B;CALLABLE;USD;14.25063201;0.186281376;0.184833554;21/06/2023;5.149897331;Normal;FIXED
Cementos Argos SA;CEMCAR;17.528;27/06/2028;C10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/06/2023;5.166324435;Normal;FLOATING
Bogota Distrito Capital;BOGOTA;9.75;26/07/2028;REGS;BBB-;SINKABLE;COP;13.60909144;0.124716209;0.122299886;26/07/2023;5.245722108;Normal;FIXED
Bogota Distrito Capital;BOGOTA;9.75;26/07/2028;144A;BBB-;SINKABLE;COP;13.60724167;0.12488556;0.122467694;26/07/2023;5.245722108;Normal;FIXED
Banco Davivienda SA;DAVIVI;17.8736;27/07/2028;C144;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/07/2023;5.248459959;Normal;FLOATING
Isagen SA ESP;ISAGEN;6.26;27/08/2028;A8;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;5.333333333;Normal;FIXED
Ecopetrol SA;ECOPET;18.89366;27/08/2028;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;28/08/2023;5.333333333;Normal;FLOATING
Pei Asset Management SAS;PEICOL;17.7347;28/08/2028;C10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/05/2023;5.336071184;Normal;FLOATING
Isagen SA ESP;ISAGEN;17.561984;13/09/2028;C12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;13/06/2023;5.379876797;Normal;FLOATING
Banco de Occidente SA;BANOCC;17.76026;26/10/2028;B144;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/07/2023;5.497604381;Normal;FLOATING
Transportadora de Gas Internacional SA ESP;TRAGSA;5.55;1/11/2028;REGS;BBB-;CALLABLE;USD;6.290681974;0.258298562;0.257884038;1/11/2023;5.514031485;Normal;FIXED
Transportadora de Gas Internacional SA ESP;TRAGSA;5.55;1/11/2028;144A;BBB-;CALLABLE;USD;6.266664267;0.258380709;0.257976905;1/11/2023;5.514031485;Normal;FIXED
Banco Davivienda SA;DAVIVI;17.3723;19/11/2028;C120;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;19/05/2023;5.563312799;Normal;FLOATING
Canacol Energy Ltd;CNECN;5.75;24/11/2028;REGS;BB-;CALLABLE;USD;10.78254804;0.237381631;0.236620289;24/05/2023;5.577002053;Normal;FIXED
Canacol Energy Ltd;CNECN;5.75;24/11/2028;144A;BB-;CALLABLE;USD;10.74776731;0.237031673;0.236760647;24/05/2023;5.577002053;Normal;FIXED
Instituto Colombiano de Credito Educativo y Estudios Tecnicos en el Exterior;ICCEE;17.75735;24/11/2028;C7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/05/2023;5.577002053;Normal;FLOATING
Avianca Midco 2 PLC;AVIAGP;9;1/12/2028;144A;B-;CALLABLE;USD;13.45848008;0.206123934;0.205394339;1/06/2023;5.596167009;Normal;FIXED
Avianca Midco 2 PLC;AVIAGP;9;1/12/2028;REGS;B-;CALLABLE;USD;13.35802699;0.20614166;0.205801923;1/06/2023;5.596167009;Normal;FIXED
Avianca Midco 2 PLC;AVIAGP;9;1/12/2028;REGs;B-;CALLABLE;USD;13.07677115;0.208802851;0.20694544;1/06/2023;5.596167009;Normal;FIXED
Avianca Midco 2 PLC;AVIAGP;9;1/12/2028;144a;NR;CALLABLE;USD;13.19630619;0.208482655;0.20645902;1/06/2023;5.596167009;Normal;FIXED
Departamento de Cundinamarca;CUNDI;17.78;5/12/2028;C10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;5/06/2023;5.607118412;Normal;FLOATING
Patrimonio Autonomo Grupo Financiero de Infraestructura 2008-1;AGUACO;8;15/12/2028;A;#N/A N/A;SINKABLE;COP;#N/A N/A;#N/A N/A;#N/A N/A;15/12/2023;5.63449692;Normal;FIXED
AI Candelaria Spain SA;AICNRA;7.5;15/12/2028;REGS;BB-;CALL/SINK;USD;9.654561655;0.159760517;0.15614383;15/06/2023;5.63449692;Long First;FIXED
AI Candelaria Spain SA;AICNRA;7.5;15/12/2028;144A;BB-;CALL/SINK;USD;9.485249429;0.160547161;0.157213561;15/06/2023;5.63449692;Long First;FIXED
Termocandelaria Power Ltd;TERMOC;7.875;30/01/2029;REGS;BB-;CALL/SINK;USD;10.68019347;0.130977854;0.130432521;30/07/2023;5.760438056;Normal;FIXED
Termocandelaria Power Ltd;TERMOC;7.875;30/01/2029;144A;BB-;CALL/SINK;USD;10.70664717;0.131377106;0.130353678;30/07/2023;5.760438056;Normal;FIXED
Grupo de Inversiones Suramericana SA;GRUPOS;17.30435;23/02/2029;C12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;23/05/2023;5.826146475;Normal;FLOATING
Isagen SA ESP;ISAGEN;17.836625;3/03/2029;C7;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;3/06/2023;5.848049281;Normal;FLOATING
Codensa SA ESP;CODENS;17.374904;7/03/2029;B10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/06/2023;5.859000684;Normal;FLOATING
Colombia Government International Bond;COLOM;4.5;15/03/2029;#N/A Field Not Applicable;BB+;CALLABLE;USD;7.303197364;0.291823171;0.291134834;15/09/2023;5.880903491;Short First;FIXED
Colombia Government International Bond;COLOM;2.25;18/04/2029;REGS;#N/A N/A;AT MATURITY;COP;4.692096573;0.350810094;0.349946297;18/04/2024;5.973990418;Normal;FIXED
Colombia Government International Bond;COLOM;2.25;18/04/2029;144A;NR;AT MATURITY;COP;4.692096573;0.350810094;0.349946297;18/04/2024;5.973990418;Normal;FIXED
Colombian TES;COLTES;2.25;18/04/2029;UVR;#N/A N/A;AT MATURITY;COP;4.642459026;0.35172609;0.350323161;18/04/2024;5.973990418;Normal;FIXED
Banco de Occidente SA;BANOCC;17.488244;27/04/2029;B144;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/04/2024;5.998631075;Normal;FLOATING
Isagen SA ESP;ISAGEN;17.043875;19/05/2029;C8;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;19/05/2023;6.058863792;Normal;FLOATING
Colombia Telecomunicaciones SA ESP;TELEFO;17.089175;29/05/2029;C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/05/2023;6.0862423;Normal;FLOATING
Banco Davivienda SA;DAVIVI;16.774202;16/07/2029;C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/07/2023;6.217659138;Normal;FLOATING
Colombina SA;COLBNA;17.159558;17/07/2029;C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;17/07/2023;6.220396988;Normal;FLOATING
Empresas Publicas de Medellin ESP;EEPPME;4.25;18/07/2029;REGS;BB+;CALLABLE;USD;8.865194759;0.313712946;0.313028004;18/07/2023;6.223134839;Normal;FIXED
Empresas Publicas de Medellin ESP;EEPPME;4.25;18/07/2029;144A;BB+;CALLABLE;USD;8.772852507;0.313843564;0.313502826;18/07/2023;6.223134839;Normal;FIXED
Interconexion Electrica SA ESP;ISACB;6.33;13/08/2029;A9;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;13/05/2023;6.29431896;Normal;FIXED
Corp Financiera Colombiana SA;CFV;16.726775;27/08/2029;A;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;6.332648871;Normal;FLOATING
Fiduciaria Bogota SA/Colombia;FIBOCB;15.4;6/09/2029;A8;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;6/06/2023;6.360027379;Normal;FLOATING
Fiduciaria Bogota SA/Colombia;FIBOCB;17.98112;6/09/2029;B8;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;6/06/2023;6.360027379;Normal;FLOATING
Grupo Argos SA/Colombia;ARGOS;18.145616;10/09/2029;D15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;10/06/2023;6.370978782;Normal;FLOATING
Banco de Occidente SA;BANOCC;16.259264;18/09/2029;B;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;18/06/2023;6.392881588;Normal;FLOATING
Bancolombia SA;BCOLO;18.61031;24/09/2029;D15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/06/2023;6.409308693;Normal;FLOATING
Promigas SA ESP / Gases del Pacifico SAC;PROMIG;3.75;16/10/2029;REGS;BBB-;CALLABLE;USD;7.345683624;0.354379531;0.353396106;16/10/2023;6.46954141;Normal;FIXED
Promigas SA ESP / Gases del Pacifico SAC;PROMIG;3.75;16/10/2029;144A;BBB-;CALLABLE;USD;7.345461453;0.353776393;0.353397326;16/10/2023;6.46954141;Normal;FIXED
Itau Corpbanca Colombia SA;SANCOL;16.468184;16/10/2029;C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/07/2023;6.46954141;Normal;FLOATING
Bogota Distrito Capital;BOGOTA;16.502186;24/10/2029;D10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/07/2023;6.491444216;Normal;FLOATING
Pei Asset Management SAS;PEICOL;7.28;7/11/2029;A10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/05/2023;6.529774127;Normal;FIXED
Grupo de Inversiones Suramericana SA;GRUPOS;19.93175;25/11/2029;C20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/05/2023;6.579055441;Normal;FLOATING
Banco Bilbao Vizcaya Argentaria Colombia SA;BANGAN;18.304292;26/11/2029;G180;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;26/05/2023;6.581793292;Normal;FLOATING
Cementos Argos SA;CEMCAR;18.017825;27/11/2029;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;6.584531143;Normal;FLOATING
Patrimonio Autonomo Grupo Financiero de Infrastrutura 2010;AGUACO;8;13/12/2029;A;#N/A N/A;SINKABLE;COP;#N/A N/A;#N/A N/A;#N/A N/A;13/12/2023;6.628336756;Short First;FIXED
Bancolombia SA;BCOLO;4.625;18/12/2029;#N/A Field Not Applicable;BB-;CALLABLE;USD;8.965857447;0.028312783;0.028261024;18/06/2023;6.64202601;Normal;VARIABLE
Carvajal SA;CARVCO;17.0792;29/01/2030;A10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/04/2023;6.757015743;Normal;FLOATING
Colombia Government International Bond;COLOM;3;30/01/2030;#N/A Field Not Applicable;BB+;CALLABLE;USD;7.512471814;0.389512617;0.388648615;30/07/2023;6.759753593;Normal;FIXED
Grupo Aval Ltd;AVALCB;4.375;4/02/2030;REGS;BB;CALLABLE;USD;9.222821909;0.358635495;0.357508574;4/08/2023;6.773442847;Normal;FIXED
Grupo Aval Ltd;AVALCB;4.375;4/02/2030;144A;BB;CALLABLE;USD;9.180672673;0.358788444;0.357776682;4/08/2023;6.773442847;Normal;FIXED
Organizacion Terpel SA;TERPCO;17.941604;18/02/2030;D15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;18/05/2023;6.811772758;Normal;FLOATING
Itau Corpbanca Colombia SA;SANCOL;2.71;27/02/2030;U;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/02/2024;6.836413415;Normal;FIXED
Isagen SA ESP;ISAGEN;17.2817;27/02/2030;C12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;6.836413415;Normal;FLOATING
UNE EPM Telecomunicaciones SA;UNEEPM;6.6;4/03/2030;A10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;4/06/2023;6.850102669;Normal;FIXED
Promigas SA ESP;PROMIG;18.230336;11/03/2030;A15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/06/2023;6.869267625;Normal;FLOATING
Codensa SA ESP;CODENS;17.408906;11/04/2030;B12;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;11/07/2023;6.954140999;Normal;FLOATING
Empresa de Energia del Pacifico SA ESP;EPSACB;20.231072;21/04/2030;20;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;21/07/2023;6.981519507;Normal;FLOATING
Ecopetrol SA;ECOPET;6.875;29/04/2030;#N/A Field Not Applicable;BB+;CALLABLE;USD;9.035240858;0.352682639;0.352208315;29/10/2023;7.003422313;Normal;FIXED
Grupo de Inversiones Suramericana SA;GRUPOS;18.04361;7/05/2030;D16;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/05/2023;7.02532512;Normal;FLOATING
Interconexion Electrica SA ESP;ISACB;17.93855;7/05/2030;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;7/05/2023;7.02532512;Normal;FLOATING
Grupo Energia Bogota SA ESP;GEBCB;4.875;15/05/2030;REGS;BBB;CALLABLE;USD;6.61470479;0.389815859;0.388968118;15/05/2023;7.047227926;Normal;FIXED
Grupo Energia Bogota SA ESP;GEBCB;4.875;15/05/2030;144A;BBB;CALLABLE;USD;6.613748227;0.389854053;0.388975244;15/05/2023;7.047227926;Normal;FIXED
Enel Colombia SA ESP;EMGSA;18.04361;16/05/2030;B16;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/05/2023;7.049965777;Long First;FLOATING
Bogota Distrito Capital;BOGOTA;17.44025;21/05/2030;D10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;21/05/2023;7.063655031;Normal;FLOATING
Cementos Argos SA;CEMCAR;13.205972;24/05/2030;C13;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/05/2023;7.071868583;Normal;FLOATING
Patrimonio Autonomo Grupo Financiero de Infrastrutura 2010;AGUACO;7.02;27/05/2030;A;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;7.080082136;Normal;FIXED
Colombia Telecomunicaciones SA ESP;TELEFO;4.95;17/07/2030;REGS;BB+;CALLABLE;USD;9.686608261;0.384298037;0.38392066;17/07/2023;7.219712526;Normal;FIXED
Colombia Telecomunicaciones SA ESP;TELEFO;4.95;17/07/2030;144A;BB+;CALLABLE;USD;9.830966098;0.383321916;0.382811987;17/07/2023;7.219712526;Normal;FIXED
Colombia Government International Bond;COLOM;7.75;18/09/2030;144A;#N/A N/A;AT MATURITY;COP;11.64613665;0.333181461;0.331830243;18/09/2023;7.392197125;Normal;FIXED
Colombia Government International Bond;COLOM;7.75;18/09/2030;REGS;#N/A N/A;AT MATURITY;COP;11.65181878;0.331819608;0.330471349;18/09/2023;7.392197125;Normal;FIXED
Colombian TES;COLTES;7.75;18/09/2030;B;BBB-;AT MATURITY;COP;11.68910052;0.333214082;0.331378249;18/09/2023;7.392197125;Normal;FIXED
Financiera de Desarrollo Nacional SA;FINENE;16.33856;1/10/2030;B10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;1/07/2023;7.427789185;Long First;FLOATING
Grupo Bolivar SA;BOLI;16.354844;27/10/2030;A10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/07/2023;7.498973306;Normal;FLOATING
Barranquilla Distrito Especial Industrial y Portuario;DIBACO;3.1;3/12/2030;C10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;3/12/2023;7.600273785;Normal;FIXED
Empresas Publicas de Medellin ESP;EEPPME;18.938996;14/12/2030;A20A;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;14/06/2023;7.630390144;Normal;FLOATING
Corp Primax Colombia;CPRMCO;3.11;16/12/2030;J10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/12/2023;7.635865845;Normal;FIXED
EnfraGen Energia Sur SA / EnfraGen Spain SA / Prime Energia SpA;ENFRAG;5.375;30/12/2030;REGS;BB;CALLABLE;USD;13.15675135;0.398147121;0.39627886;30/06/2023;7.674195756;Long First;FIXED
EnfraGen Energia Sur SA / EnfraGen Spain SA / Prime Energia SpA;ENFRAG;5.375;30/12/2030;144A;BB;CALLABLE;USD;13.14725992;0.398401147;0.396350477;30/06/2023;7.674195756;Long First;FIXED
Empresas Publicas de Medellin ESP;EEPPME;4.375;15/02/2031;REGS;BB+;CALLABLE;USD;8.916223418;0.456054783;0.455415765;15/08/2023;7.802874743;Long First;FIXED
Empresas Publicas de Medellin ESP;EEPPME;4.375;15/02/2031;144A;BB+;CALLABLE;USD;8.938876258;0.455820243;0.455206062;15/08/2023;7.802874743;Long First;FIXED
UNE EPM Telecomunicaciones SA;UNEEPM;16.205825;16/02/2031;C10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;16/05/2023;7.805612594;Normal;FLOATING
Banco Davivienda SA;DAVIVI;2.51;18/02/2031;U120;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;18/05/2023;7.811088296;Normal;FIXED
Bogota Distrito Capital;BOGOTA;16.30775;25/02/2031;D10;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;25/05/2023;7.830253251;Normal;FLOATING
Organizacion Terpel SA;TERPCO;17.07785;27/02/2031;C18;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;27/05/2023;7.835728953;Normal;FLOATING
Colombia Government International Bond;COLOM;7;26/03/2031;144A;#N/A N/A;AT MATURITY;COP;11.66900982;0.393333875;0.392408672;26/03/2024;7.909650924;Normal;FIXED
Colombia Government International Bond;COLOM;7;26/03/2031;RegS;#N/A N/A;AT MATURITY;COP;11.36800216;0.398940288;0.396033329;26/03/2024;7.909650924;Normal;FIXED
Colombia Government International Bond;COLOM;7;26/03/2031;REGS;#N/A N/A;AT MATURITY;COP;11.66900982;0.393333875;0.392408672;26/03/2024;7.909650924;Normal;FIXED
Colombia Government International Bond;COLOM;7;26/03/2031;144a;#N/A N/A;AT MATURITY;COP;11.36800207;0.398940289;0.39603333;26/03/2024;7.909650924;Normal;FIXED
Colombian TES;COLTES;7;26/03/2031;B;NR;AT MATURITY;COP;11.76287472;0.392933263;0.39128427;26/03/2024;7.909650924;Normal;FIXED
Colombian TES;COLTES;7;26/03/2031;G;NR;AT MATURITY;COP;11.65561843;0.39420451;0.392569315;26/03/2024;7.909650924;Normal;FIXED
Cementos Argos SA;CEMCAR;18.406298;13/04/2031;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;13/07/2023;7.958932238;Normal;FLOATING
Colombia Government International Bond;COLOM;3.125;15/04/2031;#N/A Field Not Applicable;BB+;CALLABLE;USD;7.545169887;0.519221087;0.518088771;15/10/2023;7.96440794;Short First;FIXED
Banco GNB Sudameris SA;GNBSUD;7.5;16/04/2031;REGS;B;CALLABLE;USD;14.64442083;0.073449901;0.072931747;16/10/2023;7.967145791;Normal;VARIABLE
Banco GNB Sudameris SA;GNBSUD;7.5;16/04/2031;144A;B;CALLABLE;USD;14.62937932;0.073576038;0.072958673;16/10/2023;7.967145791;Normal;VARIABLE
Empresa de Energia del Pacifico SA ESP;EPSACB;17.510912;24/04/2031;C;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;24/07/2023;7.989048597;Normal;FLOATING
Grupo de Inversiones Suramericana SA;GRUPOS;18.139712;22/06/2031;C15;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;22/06/2023;8.150581793;Normal;FLOATING
Itau Corpbanca Colombia SA;SANCOL;17.494016;29/06/2031;C120;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;29/06/2023;8.169746749;Normal;FLOATING
Itau Corpbanca Colombia SA;SANCOL;18.0065;10/08/2031;C180;#N/A N/A;AT MATURITY;COP;#N/A N/A;#N/A N/A;#N/A N/A;10/05/2023;8.284736482;Normal;FLOATING
